reponse.csv,,
ID,Phrase,Audio
1677,"La plupart des gens rechignent à admettre qu’ils sont idiots. Dès lors, plus ils sacrifient pour une croyance, plus leur foi se renforce. Telle est la mystérieuse alchimie du sacrifice.",1677.wav
1678,"Nous voilà comme les médecins de Molière. Eux ne juraient que par la saignée et, si celle-ci mettait à mal le patient, on en concluait que l’on ne l’avait pas assez saigné ! Nous, nous ne jurons plus que par l’innovation et par la technique.",1678.wav
1679,"Les humains sont devenus des consommateurs tyrans, ils veulent la qualité, l’efficacité, la réactivité, la disponibilité, la vitesse, la serviabilité, partout et tout le temps, et tout cela à des prix les plus bas possibles.",1679.wav
1680,Nous ponctionnons dans les stocks de ressources non renouvelables à un rythme accéléré pour construire des dispositifs technologiques toujours plus difficiles à recycler.,1680.wav
1681,"Les humains ne se sont pas mis d’accord sur des bases éthiques. En fait, dans le monde, la palette des bases éthiques acceptables est assez large et souvent contradictoire. Par ailleurs, les codes moraux évoluent constamment.",1681.wav
1682,La folie est héréditaire. Vos enfants peuvent vous la transmettre.,1682.wav
1683,"J'aimerais avoir un message un peu positif à vous transmettre. Je n'en ai pas… Est-ce que deux messages négatifs, ça vous irait ?",1683.wav
1684,Les mots de vérité manquent souvent d'élégance. Les paroles élégantes sont rarement vérités.,1684.wav
1685,La raison se compose de vérités qu'il faut dire et de vérités qu'il faut taire.,1685.wav
1686,"Quand un fou court, les personnes saines courent aussi.",1686.wav
1687,"Ne te laisse pas distraire par le vacarme des hommes, par leur quête insatisfaite, désordonnée. Ils sont comme l'animal emprisonné dans l'enclos, qui tourne sans comprendre et cherche une issue qui n'existe pas.",1687.wav
1688,Le moustique n'a pas pitié d'un homme maigre.,1688.wav
1689,"Pour l'amour d'une rose, le jardinier devient l'esclave de mille épines.",1689.wav
1690,"Le lion a beau avoir quatre pattes, il ne peut emprunter deux chemins à la fois.",1690.wav
1691,"Surveillez vos pensées, elles deviennent des paroles. Surveillez vos paroles, elles deviennent des actions. Surveillez vos actions, elles deviennent des habitudes. Surveillez vos habitudes, elles deviennent votre personnalité. Surveillez votre personnalité, elle devient votre destinée.",1691.wav
1692,Accomplis une grande œuvre par de menus actes. La chose la plus difficile au monde se réduit finalement à des éléments faciles. L‘œuvre la plus grandiose s‘accomplit nécessairement par de menus actes.,1692.wav
1693,Choisis un bon terrain pour ta demeure. Choisis le profond pour ton cœur. Choisis envers autrui la bienveillance. Choisis en parole la vérité. Choisis en politique le bon ordre. Choisis en affaire l’efficacité. Choisis pour agir l’opportunité.,1693.wav
1694,"Envers ceux qui sont bons pour moi, je suis bon. Envers ceux qui ne sont pas bons pour moi je suis bon, afin qu’ils apprennent à être bon. Envers ceux qui ne sont pas sincères avec moi, je suis également sincère, afin qu’ils apprennent la sincérité.",1694.wav
1695,"On ne naît pas vainqueur, on le devient.",1695.wav
1696,"Se venger d'une offense, c'est se mettre au niveau de son ennemi. La lui pardonner, c'est se mettre au-dessus de lui.",1696.wav
1697,Celui qui aime l'argent doit travailler.,1697.wav
1698,"Vrai et faux sont des attributs de la parole et non des choses. Là où n’est point de parole, il n’y a ni vérité ni fausseté.",1698.wav
1699,"Plus qu’une science en soit, l’écologie est une variable à prendre en compte quelle que soit l’action que l’on entreprend. Ainsi, l’impact sur l’environnement d’une politique économique, industrielle ou même sociale devrait toujours être mesuré et limité.",1699.wav
1700,"Fort heureusement pour les organismes avec qui l’humanité partage la nature, beaucoup de penseurs se sont penchés sur les considérations écologiques qu’une bonne politique devrait adopter.",1700.wav
1701,"Si vous pensez que vous êtes trop petit pour changer quoi que ce soit, essayez donc de dormir avec un moustique dans votre chambre.",1701.wav
1702,"Si l'on nous apprenait que la fin du monde est pour demain, il faudrait quand même planter des pommiers.",1702.wav
1703,"Notre Terre mère, militarisée, clôturée, empoisonnée, témoin de la violation systématique des droits fondamentaux, nous exige d’agir.",1703.wav
1704,"Le bonheur de demain n'existe pas. Le bonheur, c'est tout de suite ou jamais.",1704.wav
1705,Nous sommes tous sourds quand cela arrange notre bonheur. Cela repose un peu de ne pas tout entendre.,1705.wav
1706,"La civilisation ne consiste pas à multiplier les besoins mais à les réduire volontairement, délibérément. Cela seul amène le vrai bonheur.",1706.wav
1707,On ne doit se résigner qu'au bonheur.,1707.wav
1708,Ayez le courage de suivre votre cœur et votre intuition. L'un et l'autre savent ce que vous voulez réellement devenir. Le reste est secondaire.,1708.wav
1709,Le bonheur ne s'obtient que par l'harmonie de son être avec la note qui l'exprime.,1709.wav
1710,L'amant timide n'est jamais heureux. Le bonheur est le prix de l'audace.,1710.wav
1711,"Pour chaque être, il existe une sorte d'activité où il serait utile à la société, en même temps qu'il y trouverait son bonheur.",1711.wav
1712,Pourquoi avoir peur du bonheur ?,1712.wav
1713,La petite part de bonheur à laquelle l’humain peut prétendre n'existe que dans la mesure où il cesse de penser à lui.,1713.wav
1714,Le bonheur c'est de le chercher.,1714.wav
1715,"Le bonheur de l'humanité ce n'est pas la liberté, c'est l'acceptation d'un devoir.",1715.wav
1716,"La science a-t­elle promis le bonheur ? Je ne le crois pas. Elle a promis la vérité, et la question est de savoir si l'on fera jamais du bonheur avec de la vérité.",1716.wav
1717,Le bonheur est un état d'esprit qui procède de l'accomplissement de vos valeurs.,1717.wav
1718,"Le vrai bonheur ne se trouve pas dans la richesse et les honneurs, mais dans le devoir vaillamment accompli, ainsi que les bonnes actions.",1718.wav
1719,"Le bonheur, pourquoi le refuser ? En l'acceptant, on n'aggrave pas le malheur des autres et même ça aide à lutter pour eux. Je trouve regrettable cette honte qu'on éprouve à se sentir heureux.",1719.wav
1720,"Le bonheur, c'est savoir ce que l'on veut et le vouloir passionnément.",1720.wav
1721,Marche face au soleil sans craindre la brûlure du bonheur et laisse ton ombre lutter contre les ténèbres dans ton dos.,1721.wav
1722,Le bonheur n'a pas bonne presse chez les intellectuels. Il n'est pas de bonne compagnie. Disons-le tout net : il fait honte parce qu'il interpelle.,1722.wav
1723,"C'est trop beau, le bonheur, pour que cela puisse se prolonger au-delà de quelques moments privilégiés.",1723.wav
1724,"Le bonheur pour moi, c'est de ne commander à personne et de n'être pas commandé.",1724.wav
1725,Le bonheur est souvent la seule chose qu'on puisse donner sans l'avoir et c'est en le donnant qu'on l'acquiert.,1725.wav
1726,Le bonheur rend généreux.,1726.wav
1727,"Le bonheur, c'est d'être fidèle aux aspirations de son âme. C'est d'être assez brave et assez fier pour écouter les voix qui montent de l'âme et obéir à la plus belle.",1727.wav
1728,"L'attitude, non pas les circonstances extérieures, détermine le bonheur.",1728.wav
1729,L'égoïste est celui qui n'emploie pas toutes les minutes de sa vie à assurer le bonheur de tous les autres égoïstes.,1729.wav
1730,"Où que vous alliez, allez-y avec tout votre cœur.",1730.wav
1731,"Quand la haine ou la faveur de la multitude s’attache à quelqu’un, il faut examiner pourquoi.",1731.wav
1732,Celui qui est respectueux sans mesure est fatigant. Celui qui est franc sans mesure est insolent.,1732.wav
1733,Sois le guide de ton cœur.,1733.wav
1734,"Agis maintenant ; si tu vois ce qu’il faut faire, fais-le.",1734.wav
1735,"Faites vivre votre passion, elle vous réchauffera quand le monde deviendra froid.",1735.wav
1736,"Traitez bien la terre, elle ne vous a pas été donnée par vos parents, elle vous a été prêtée pour vos enfants.",1736.wav
1737,"La terre n’appartient pas à l’humanité, c’est l’humanité qui appartient à la terre. Nous le savons : toutes choses sont liées. Tout ce qui arrive à la terre arrive aux enfants de la terre.",1737.wav
1738,"Un jour on est un être simple, vivant au jour le jour, motivé par de maigres bonheurs, et le lendemain on est un humain révolté, réclamant justice. Il suffit d’une étincelle, d’une petite bousculade ; parce qu’on a trop faim ce jour-là, parce que quelqu’un nous a regardé de travers, parce qu’on nous pousse à faire des choses qui nous révoltent… Même les êtres les plus pitoyables ont leurs limites. L’estime de soi est le sentiment qui renverse les lois humaines.",1738.wav
1739,"Si vous pensez vraiment que l’environnement est moins important que l’économie, essayez juste d’arrêter de respirer le temps que vous comptiez votre argent.",1739.wav
1740,"Nous sommes libres de changer le monde et d'y introduire de la nouveauté. Sans cette liberté mentale de reconnaître ou de nier l'existence, il n'y aurait aucune possibilité d'action.",1740.wav
1741,Je n’accepte plus les choses que je ne peux pas changer. Je change les choses que je ne peux pas accepter.,1741.wav
1742,"Ce qui compte c'est se libérer soi-même, découvrir ses propres dimensions, refuser les entraves.",1742.wav
1743,"Écrivez ce que vous désirez écrire, c'est tout ce qui importe et nul ne peut prévoir si cela importera pendant des siècles ou pendant des jours. Mais sacrifier un cheveu de la tête de votre vision, une nuance de sa couleur, par déférence envers quelque maître d'école tenant une coupe d'argent à la main ou envers quelque professeur armé d'un mètre, c'est commettre la plus abjecte des trahisons.",1743.wav
1744,"Elle en était arrivée à penser que la seule chose digne d'être racontée, c'est ce que l'on ressent. L'intelligence était bête. On devait simplement dire ce que l'on ressent.",1744.wav
1745,Faites ce qui vous convient car il y aura toujours quelqu’un qui n’est pas d’accord.,1745.wav
1746,"C’est votre place dans ce monde. C’est votre vie. Faites-en ce que vous voulez, faites-en une vie que vous voulez vivre.",1746.wav
1747,"Les femmes ont pendant des siècles servi aux hommes de miroirs, elles possédaient le pouvoir magique et délicieux de réfléchir une image de l'homme deux fois plus grande que nature.",1747.wav
1748,"La douleur, le plaisir et la mort ne sont rien de plus que le processus de l’existence. La lutte révolutionnaire dans ce processus est une porte ouverte à l’intelligence.",1748.wav
1749,Ma préférence va à l'artiste qui transforme son temps plutôt qu'à celui qui se contente de le refléter.,1749.wav
1750,"En nous conduisant de façon honnête, fidèle à nous-même et à nos valeurs, nous pouvons prévenir toute forme de conflit d'intérêt et préserver la confiance de nos collègues et du public.",1750.wav
1751,"Nous vivons une sorte de dilemme du prisonnier à toutes les échelles, personnelles, organisationnelles, étatiques… Nous savons qu’il faudrait bouger mais le premier qui bouge est perdant.",1751.wav
1752,"Contre quoi se révolter quand nous construisons nous-mêmes, clic après clic, notre propre cage ?",1752.wav
1753,La valeur d’une idée dépend de son utilisation.,1753.wav
1754,"Mon devoir est une chose que je ne fais jamais, par principe.",1754.wav
1755,"Vouloir changer le monde, même avec intelligence est une arrogance de l'ignorance.",1755.wav
1756,"Ne baisse pas les bras, tu risquerais de le faire deux secondes avant le miracle.",1756.wav
1757,"Fais comme tu veux, mais fais-le comme il faut.",1757.wav
1758,"Si tu écoutes ton corps lorsqu'il chuchote, tu n'auras pas à l'entendre crier.",1758.wav
1759,"Faites comme l'arbre : changez vos feuilles, mais gardez vos racines… Changez vos idées, mais gardez vos principes.",1759.wav
1760,Ne t'engage jamais que pour la moitié de ce que tu peux tenir.,1760.wav
1761,"Si un petit arbre est sorti de terre sous un baobab, il meurt arbrisseau.",1761.wav
1762,Une ville sans paix finira par être engloutie par la brousse. Ta lantaré dara wo dom manège.,1762.wav
1763,L’expérience : c’est là le fondement de toutes les connaissances.,1763.wav
1764,Les limites de notre langage signifient les limites de notre propre monde.,1764.wav
